year,CCCma_CanESM5_r1i1p1f1_esm-ssp585,CCCma_CanESM5_r2i1p1f1_esm-ssp585,CCCma_CanESM5_r3i1p1f1_esm-ssp585,CSIRO_ACCESS-ESM1-5_r1i1p1f1_esm-ssp585,CSIRO_ACCESS-ESM1-5_r2i1p1f1_esm-ssp585,CSIRO_ACCESS-ESM1-5_r3i1p1f1_esm-ssp585,CCCma_CanESM5_r1i1p1f1_esm-hist,CCCma_CanESM5_r2i1p1f1_esm-hist,CCCma_CanESM5_r3i1p1f1_esm-hist,CCCma_CanESM5_r4i1p1f1_esm-hist,CCCma_CanESM5_r5i1p1f1_esm-hist,CCCma_CanESM5_r10i1p1f1_historical,CCCma_CanESM5_r11i1p1f1_historical,CCCma_CanESM5_r12i1p1f1_historical,CCCma_CanESM5_r13i1p1f1_historical,CCCma_CanESM5_r14i1p1f1_historical,CCCma_CanESM5_r15i1p1f1_historical,CCCma_CanESM5_r16i1p1f1_historical,CCCma_CanESM5_r17i1p1f1_historical,CCCma_CanESM5_r18i1p1f1_historical,CCCma_CanESM5_r19i1p1f1_historical,CCCma_CanESM5_r1i1p1f1_historical,CCCma_CanESM5_r1i1p2f1_historical,CCCma_CanESM5_r20i1p1f1_historical,CCCma_CanESM5_r21i1p1f1_historical,CCCma_CanESM5_r22i1p1f1_historical,CCCma_CanESM5_r23i1p1f1_historical,CCCma_CanESM5_r24i1p1f1_historical,CCCma_CanESM5_r25i1p1f1_historical,CCCma_CanESM5_r2i1p1f1_historical,CCCma_CanESM5_r2i1p2f1_historical,CCCma_CanESM5_r3i1p1f1_historical,CCCma_CanESM5_r3i1p2f1_historical,CCCma_CanESM5_r4i1p1f1_historical,CCCma_CanESM5_r4i1p2f1_historical,CCCma_CanESM5_r5i1p1f1_historical,CCCma_CanESM5_r6i1p1f1_historical,CCCma_CanESM5_r6i1p2f1_historical,CCCma_CanESM5_r7i1p1f1_historical,CCCma_CanESM5_r7i1p2f1_historical,CCCma_CanESM5_r8i1p1f1_historical,CCCma_CanESM5_r8i1p2f1_historical,CCCma_CanESM5_r9i1p1f1_historical,CNRM-CERFACS_CNRM-ESM2-1_r1i1p1f2_esm-hist,CNRM-CERFACS_CNRM-ESM2-1_r1i1p1f2_historical,CNRM-CERFACS_CNRM-ESM2-1_r2i1p1f2_historical,CNRM-CERFACS_CNRM-ESM2-1_r3i1p1f2_historical,CNRM-CERFACS_CNRM-ESM2-1_r4i1p1f2_historical,CNRM-CERFACS_CNRM-ESM2-1_r5i1p1f2_historical,IPSL_IPSL-CM6A-LR_r10i1p1f1_historical,IPSL_IPSL-CM6A-LR_r11i1p1f1_historical,IPSL_IPSL-CM6A-LR_r12i1p1f1_historical,IPSL_IPSL-CM6A-LR_r13i1p1f1_historical,IPSL_IPSL-CM6A-LR_r14i1p1f1_historical,IPSL_IPSL-CM6A-LR_r15i1p1f1_historical,IPSL_IPSL-CM6A-LR_r16i1p1f1_historical,IPSL_IPSL-CM6A-LR_r17i1p1f1_historical,IPSL_IPSL-CM6A-LR_r18i1p1f1_historical,IPSL_IPSL-CM6A-LR_r19i1p1f1_historical,IPSL_IPSL-CM6A-LR_r1i1p1f1_historical,IPSL_IPSL-CM6A-LR_r20i1p1f1_historical,IPSL_IPSL-CM6A-LR_r21i1p1f1_historical,IPSL_IPSL-CM6A-LR_r22i1p1f1_historical,IPSL_IPSL-CM6A-LR_r23i1p1f1_historical,IPSL_IPSL-CM6A-LR_r24i1p1f1_historical,IPSL_IPSL-CM6A-LR_r25i1p1f1_historical,IPSL_IPSL-CM6A-LR_r26i1p1f1_historical,IPSL_IPSL-CM6A-LR_r27i1p1f1_historical,IPSL_IPSL-CM6A-LR_r28i1p1f1_historical,IPSL_IPSL-CM6A-LR_r29i1p1f1_historical,IPSL_IPSL-CM6A-LR_r2i1p1f1_historical,IPSL_IPSL-CM6A-LR_r30i1p1f1_historical,IPSL_IPSL-CM6A-LR_r31i1p1f1_historical,IPSL_IPSL-CM6A-LR_r3i1p1f1_historical,IPSL_IPSL-CM6A-LR_r4i1p1f1_historical,IPSL_IPSL-CM6A-LR_r5i1p1f1_historical,IPSL_IPSL-CM6A-LR_r6i1p1f1_historical,IPSL_IPSL-CM6A-LR_r7i1p1f1_historical,IPSL_IPSL-CM6A-LR_r8i1p1f1_historical,IPSL_IPSL-CM6A-LR_r9i1p1f1_historical,MIROC_MIROC-ES2L_r1i1p1f2_historical,MIROC_MIROC-ES2L_r2i1p1f2_historical,MIROC_MIROC-ES2L_r3i1p1f2_historical,MOHC_UKESM1-0-LL_r1i1p1f2_historical,MOHC_UKESM1-0-LL_r2i1p1f2_historical,MOHC_UKESM1-0-LL_r3i1p1f2_historical,MOHC_UKESM1-0-LL_r4i1p1f2_historical,MOHC_UKESM1-0-LL_r8i1p1f2_historical,NCAR_CESM2-WACCM_r1i1p1f1_historical,NCAR_CESM2-WACCM_r2i1p1f1_historical,NCAR_CESM2-WACCM_r3i1p1f1_historical,NCAR_CESM2_r10i1p1f1_historical,NCAR_CESM2_r11i1p1f1_historical,NCAR_CESM2_r1i1p1f1_historical,NCAR_CESM2_r2i1p1f1_historical,NCAR_CESM2_r3i1p1f1_historical,NCAR_CESM2_r4i1p1f1_historical,NCAR_CESM2_r5i1p1f1_historical,NCAR_CESM2_r6i1p1f1_historical,NCAR_CESM2_r7i1p1f1_historical,NCAR_CESM2_r8i1p1f1_historical,NCAR_CESM2_r9i1p1f1_historical,CCCma_CanESM5_r10i1p1f1_hist-GHG,CCCma_CanESM5_r1i1p1f1_hist-GHG,CCCma_CanESM5_r2i1p1f1_hist-GHG,CCCma_CanESM5_r3i1p1f1_hist-GHG,CCCma_CanESM5_r4i1p1f1_hist-GHG,CCCma_CanESM5_r5i1p1f1_hist-GHG,CCCma_CanESM5_r6i1p1f1_hist-GHG,CCCma_CanESM5_r7i1p1f1_hist-GHG,CCCma_CanESM5_r8i1p1f1_hist-GHG,CCCma_CanESM5_r9i1p1f1_hist-GHG,CCCma_CanESM5_r10i1p1f1_hist-aer,CCCma_CanESM5_r1i1p1f1_hist-aer,CCCma_CanESM5_r2i1p1f1_hist-aer,CCCma_CanESM5_r3i1p1f1_hist-aer,CCCma_CanESM5_r4i1p1f1_hist-aer,CCCma_CanESM5_r5i1p1f1_hist-aer,CCCma_CanESM5_r6i1p1f1_hist-aer,CCCma_CanESM5_r7i1p1f1_hist-aer,CCCma_CanESM5_r8i1p1f1_hist-aer,CCCma_CanESM5_r9i1p1f1_hist-aer,CCCma_CanESM5_r10i1p1f1_hist-nat,CCCma_CanESM5_r1i1p1f1_hist-nat,CCCma_CanESM5_r2i1p1f1_hist-nat,CCCma_CanESM5_r3i1p1f1_hist-nat,CCCma_CanESM5_r4i1p1f1_hist-nat,CCCma_CanESM5_r5i1p1f1_hist-nat,CCCma_CanESM5_r6i1p1f1_hist-nat,CCCma_CanESM5_r7i1p1f1_hist-nat,CCCma_CanESM5_r8i1p1f1_hist-nat,CCCma_CanESM5_r9i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r10i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r1i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r3i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r4i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r5i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r6i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r7i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r8i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r9i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r10i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r1i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r3i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r4i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r5i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r6i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r7i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r8i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r9i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r10i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r1i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r3i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r4i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r5i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r6i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r7i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r8i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r9i1p1f1_hist-nat,CCCma_CanESM5-CanOE_r1i1p2f1_ssp585,CCCma_CanESM5-CanOE_r2i1p2f1_ssp585,CCCma_CanESM5-CanOE_r3i1p2f1_ssp585,CCCma_CanESM5_r10i1p1f1_ssp245,CCCma_CanESM5_r10i1p2f1_ssp245,CCCma_CanESM5_r1i1p2f1_ssp245
1940,,,,,,,17857.252,19798.324,22144.854,21994.604,19844.244,22005.742,22149.67,21621.646,26394.87,18398.23,21434.07,25198.135,23714.68,24523.188,22948.912,20403.994,24732.648,22716.338,22645.662,20446.602,23219.459,19983.8,19833.998,19348.156,21349.69,20912.967,22725.01,14808.637,19289.254,22925.594,22306.805,21579.197,24498.14,19622.684,16345.353,19432.65,22719.25,-29125.303,-4328.938,-11482.931,4648.5186,-5030.527,-11110.5,29648.64,33290.605,29905.969,31259.537,33621.51,33499.887,35668.77,28626.521,34226.04,30984.5,28228.35,30548.586,29725.38,31224.111,30703.578,31777.912,31531.4,32714.611,28236.166,31055.883,25239.812,26059.115,29009.283,34204.566,29346.492,28870.498,26603.807,30745.705,28669.893,30123.1,29104.412,97345.82,26504.232,30467.484,65071.777,77941.15,86507.805,84440.37,84240.68,19946.842,22574.742,22592.932,17427.357,25296.172,16148.4795,18493.049,19193.273,26043.87,14533.47,24206.39,17146.646,21503.812,27139.75,22319.984,25299.469,22371.96,22354.62,18707.32,23127.594,18246.357,20896.553,19485.049,22214.295,-449.3505,832.7232,754.86035,-6119.7163,-3529.7822,2491.844,4716.9214,-3119.211,-1646.1161,1913.9453,1569.4165,-1893.0746,785.163,-1020.2705,-2829.8264,-3098.6826,-552.56836,-4775.659,-2471.736,-1182.0184,27853.443,30375.477,29512.156,34260.094,32508.404,30692.88,32096.646,26149.596,28765.078,9066.179,7799.1714,8186.4785,10967.344,5215.107,8156.0977,12433.848,10778.645,7243.5547,5819.0903,12123.478,8272.253,11711.262,2631.4424,10635.221,7498.679,6195.371,4401.899,,,,,,
1941,,,,,,,14430.464,21929.357,22648.344,18491.934,19239.303,20948.365,19921.879,22190.146,23470.861,22593.146,20619.736,24690.758,28569.822,22688.62,25176.459,24356.158,22110.15,19991.502,20215.543,19712.658,23490.404,24398.271,18238.896,23893.44,23338.164,19525.588,22188.393,16251.391,21666.203,23987.117,20613.084,20873.977,23312.85,19934.043,21251.6,21365.79,20777.291,-23776.916,-6780.041,-16738.81,1228.5964,-2230.739,-6447.886,28571.22,33796.02,30215.525,34024.137,35327.035,32956.88,36747.324,27003.693,33191.49,31469.312,32374.602,30891.932,28174.148,27846.588,30681.805,30156.32,34563.246,34914.832,29691.258,30208.164,31627.076,31155.541,27271.209,24510.389,33410.613,32769.27,32298.25,26294.627,27537.0,29470.225,34522.86,97553.81,28099.322,26546.424,86909.53,89000.04,84110.44,88374.79,81884.414,17289.03,19095.744,20325.904,16496.783,21491.941,21269.37,24589.11,19871.477,20454.22,19301.725,20308.201,16400.297,19773.896,24442.291,18194.568,23052.344,21118.93,24630.906,21825.26,21607.19,15400.675,19805.684,16825.834,21909.178,-9.526245,122.996376,5049.2383,-1604.3092,-93.03622,1856.0732,351.10342,377.16055,1971.3969,245.17351,1331.6483,-4352.156,2409.2273,-509.16092,-5876.6875,-5090.9014,-1417.2465,-5423.381,-5689.701,-2976.1816,26112.139,29711.654,32740.307,28936.826,33033.434,29521.408,29961.682,24662.646,30890.432,8868.351,7723.227,10411.753,7872.3267,10905.999,10370.386,10236.577,7683.013,6210.568,3522.1204,12166.598,7886.4937,11330.978,3710.58,9566.401,9657.528,4484.071,6666.0903,,,,,,
1942,,,,,,,19251.775,18251.44,20554.11,21632.773,21290.057,22403.398,20048.838,19687.201,19974.727,21548.701,17415.91,26018.898,24696.646,22412.701,23997.88,24236.14,24156.979,16990.521,16431.697,22910.783,21532.748,25466.486,16022.625,22029.572,24015.24,19478.756,21981.562,17743.271,21295.09,22156.752,21707.666,22022.508,22706.541,22731.969,23441.514,21706.33,20757.443,-24126.83,-8612.58,-6494.9214,-5264.7026,-4691.163,-3687.364,31083.008,27768.307,25828.717,28579.775,33621.137,31987.928,34404.93,28982.01,34618.16,27536.281,29785.71,34027.09,30358.307,32375.307,34324.58,29956.15,35925.305,31980.14,29869.033,33313.2,32916.48,29799.44,26840.998,28693.275,29624.742,32159.549,33755.715,27641.62,24454.115,31246.518,34883.355,86722.0,30542.396,27221.729,85757.26,86764.18,77622.59,92859.836,69832.13,17978.246,18435.166,18819.045,17518.637,21753.12,20175.691,27507.047,19519.945,18203.406,20259.299,21171.21,21117.678,14975.425,28078.588,17862.062,21298.254,21782.654,22163.764,21322.479,21095.457,15913.899,19179.318,20389.002,22013.857,-1390.5599,935.4439,1950.3903,-2211.0164,-470.19675,296.0543,803.0185,2176.59,-2091.3928,1138.9279,2935.4924,-2217.006,620.7781,-1997.1168,-1452.3843,-3689.5627,-7628.748,-5438.5083,-435.38736,-3478.3167,29342.148,34374.7,34446.06,31582.947,32627.852,27983.607,28865.078,30835.322,32484.615,9877.7,13138.012,12693.586,11415.285,6989.2383,9315.881,8210.892,2211.5295,10110.591,6165.5547,6032.9194,4118.4736,13516.418,6555.9663,5231.944,12914.727,12396.762,8939.64,,,,,,
1943,,,,,,,20214.049,22248.518,15873.863,20867.586,22833.406,22886.49,17428.22,22693.562,21700.908,15175.351,16881.176,22009.63,20740.377,20723.877,20824.06,25510.672,24643.164,16507.762,14770.128,26212.244,19533.195,25872.143,21157.453,19011.12,26032.094,20956.416,22776.904,22018.553,19437.186,23351.846,19822.58,21789.94,24769.725,20363.9,19967.088,24126.143,21726.379,-15800.849,35.51753,-6937.9136,2361.47,-8697.281,2994.6711,29977.947,31207.133,23030.94,28371.588,31734.07,30856.365,29620.803,29047.562,32530.602,30253.537,31057.87,30047.635,28368.732,27627.953,34397.332,29626.0,32713.182,33499.086,30923.055,26826.01,27799.205,30386.82,27149.586,27790.984,33352.676,32302.291,31173.244,21620.299,26361.273,32398.021,36564.168,105995.41,32736.912,26269.479,88495.07,87497.84,82031.93,91631.76,67572.06,23237.818,19443.596,16062.519,16482.617,18949.523,20374.75,27835.795,16124.297,23851.229,21706.74,20656.486,22072.0,15496.142,21947.635,16022.176,20583.502,15629.776,23330.072,16122.938,23089.94,16854.861,16153.052,19245.0,21693.53,300.67062,-1910.0563,-4672.412,-2602.5735,-2253.3877,2294.5474,-2717.412,-1440.1318,-1164.0364,-665.37616,1975.6963,-2413.8352,34.209637,-2945.2742,-1169.2555,-1062.1377,-1842.3556,-3767.463,-1842.4238,-3756.3054,23228.787,29619.354,31367.764,33691.246,31493.18,26167.213,27796.693,29284.205,34039.82,9501.298,9816.944,10460.136,12962.919,8933.559,11337.246,9974.409,8883.461,12741.445,7411.182,6077.1855,7785.1216,11230.07,6197.8286,8005.403,10443.317,10420.944,7853.6978,,,,,,
1944,,,,,,,19449.809,22698.42,18428.973,21673.127,22501.51,18722.975,19126.158,23255.562,20086.758,14829.277,18979.432,18722.494,17579.654,20025.63,19092.91,21148.777,24678.893,22011.717,15809.141,24421.805,23822.143,23077.508,19136.87,19681.383,23942.19,16697.748,20918.314,21921.178,17055.457,20691.295,20072.568,20605.621,23817.908,17875.092,20807.467,24857.314,19219.006,-17806.482,-782.17365,-1095.2303,-2467.909,-11710.812,-2419.0183,31696.047,31115.39,23699.219,29437.482,28018.045,33576.086,30792.64,31918.756,32777.223,28990.453,27209.133,34077.758,32295.814,26954.672,30293.58,29715.803,27624.492,30983.133,30499.428,26899.803,30094.826,32372.291,23864.14,25707.43,34217.215,30817.846,33239.82,26941.227,25109.834,32805.934,32664.947,115899.945,27100.29,23644.57,74907.51,95327.914,78676.195,93290.94,84661.5,22130.633,18513.773,17624.49,20478.97,19429.494,17584.744,21480.82,18237.725,18969.404,21485.305,21721.51,21730.041,16112.927,19252.328,19986.416,20803.9,16253.05,18860.494,16284.149,17756.654,15573.544,17389.654,18312.693,17749.023,-22.92277,-2359.3845,-2112.909,2039.9916,-3637.4968,-1274.7703,-563.1131,2556.4685,132.16353,-1873.2319,1011.11554,-3333.425,1031.3297,907.834,-3801.4873,777.01935,2112.4812,838.07697,-5589.7466,-1692.2015,23731.049,30871.193,27611.023,26628.291,31349.025,28686.445,28297.008,29837.475,32135.518,9563.671,7592.2944,13052.798,14227.46,10576.124,5985.5522,10217.204,8711.441,9621.012,6375.7905,4373.325,6663.6733,14129.539,9943.476,10641.639,3262.1445,11434.8,13610.212,,,,,,
1945,,,,,,,17271.549,21726.95,18127.344,22360.959,18397.12,17283.744,18069.205,16463.885,16469.232,18133.938,18299.406,18906.787,17023.918,18500.924,17625.24,22254.236,20691.46,20514.031,16571.162,19545.918,22121.838,21194.828,17398.225,17527.766,20911.604,15703.633,21790.26,18362.479,15979.138,18708.416,18467.09,22073.047,17274.92,17812.29,20069.127,19813.158,19293.559,-11788.192,-6392.6997,-10559.403,-6157.1606,-9107.046,-4752.0825,32877.81,25477.455,27227.502,30080.773,30470.42,33957.09,25435.17,32465.932,25054.217,29068.182,29311.432,28630.99,29598.484,23757.64,26216.936,26942.771,28150.365,28058.172,25836.852,26467.373,27044.623,33132.906,25094.336,29487.992,31190.314,29937.275,27518.26,23352.771,24429.62,27992.672,30843.396,100826.94,22866.826,25189.547,73889.85,82724.54,71429.16,70634.29,73375.98,19961.494,16111.93,14034.793,19663.521,19596.967,17980.361,18317.027,12982.534,17533.504,22797.475,19068.963,21752.912,16330.415,18687.424,17024.877,17955.736,18014.27,17516.79,14638.306,17860.2,13465.571,16859.033,17156.314,21163.992,-1798.9779,-2314.7058,1801.9442,68.847694,-3140.718,3070.7083,-5056.7085,943.264,978.78534,-1019.22784,1042.0514,179.77783,-1607.9261,-1065.9188,-4020.2793,-4227.3687,-3104.7659,177.06659,-7341.154,1976.5729,26606.709,32155.611,29218.922,24637.502,26150.203,31740.986,26507.486,26331.904,31856.205,9620.188,4649.609,11778.035,14005.216,13874.738,7068.439,9043.307,9700.536,10043.286,1422.6188,7326.576,7523.7812,10490.039,10623.582,6362.22,9799.074,9617.743,8903.719,,,,,,
1946,,,,,,,20002.256,21407.307,14071.3,22317.123,15855.97,16876.76,13371.351,15843.849,12839.251,16123.078,17394.523,16574.172,14940.777,16663.838,17216.127,19206.838,18687.666,18181.393,17455.443,17707.057,15253.234,21360.404,16776.959,16760.531,20641.797,17750.771,18833.969,17164.291,18138.963,13940.558,17132.883,22003.01,18416.738,21020.885,18058.99,22159.803,15557.948,-16040.269,-10172.005,-5090.1226,-6161.3496,-5663.5327,-9502.691,29422.045,24808.281,28403.303,23676.041,30814.71,29831.725,29517.143,28950.01,28994.89,28332.303,22080.82,29618.406,26437.033,27673.365,24060.914,25255.258,20597.496,22166.752,31281.447,29166.709,24962.791,29327.11,24985.932,24089.0,32026.555,27498.266,25665.072,22967.773,25367.365,27292.654,32474.104,94593.9,22752.334,23089.602,76847.305,81952.99,52042.027,47981.55,67289.34,15224.849,17001.02,11519.731,16403.297,16093.698,17638.729,17462.195,17848.9,17449.104,19267.225,22410.994,14393.21,22195.648,13386.137,17056.076,10211.413,14078.87,16823.887,15273.395,18421.607,11987.285,16501.494,21311.898,16960.9,-802.4886,-2500.4856,1744.0465,2641.2502,-4924.891,2247.8467,-5603.352,-3710.0325,2444.5137,3356.097,-3214.0222,-2097.269,-1806.1058,-1352.2609,-3260.8362,-533.3501,-3053.671,-5456.4565,-9193.875,-3886.036,27439.438,22515.64,25706.791,24265.328,28408.158,24370.787,21220.393,26137.643,34099.0,13153.773,11186.6875,6921.7617,4529.273,13067.017,8974.426,9144.646,4973.2485,10055.081,2623.14,9899.571,10294.848,12334.005,8667.884,4929.5938,11102.833,9894.651,10432.789,,,,,,
1947,,,,,,,19020.86,18740.88,13635.843,20913.37,18296.24,16478.107,16449.814,14618.036,13746.9795,15436.847,15733.706,16990.78,19549.96,11066.341,13946.862,21364.285,18673.824,16235.55,21510.674,19693.607,19805.172,19232.438,14465.413,15341.032,20552.34,20799.385,14485.489,17279.516,15468.211,13987.304,18197.523,18902.385,18387.158,14538.464,16951.549,20973.107,15610.184,-13432.036,-9553.801,-14113.47,-3943.9268,-9698.429,-6346.0977,27067.064,31428.732,28146.053,21737.393,29270.232,23282.623,28154.133,24678.057,23676.14,27170.525,22826.242,28021.658,26480.33,30706.166,26668.71,23319.752,24323.117,27839.148,27755.096,26293.906,25581.104,30199.936,23240.188,28455.195,31712.04,30699.178,29142.307,21524.262,26766.877,27756.967,28000.49,79083.93,22852.78,21044.553,77520.85,74108.79,14868.941,49328.395,64410.78,12460.987,18935.904,11721.07,13180.989,14360.773,13903.698,19992.729,20548.982,12356.12,14950.026,19655.111,17864.666,21964.018,16085.332,12167.176,12214.624,16897.945,15408.1045,13481.276,18429.861,16452.338,14455.836,14631.508,17430.373,-1046.6562,-9805.583,3265.622,-644.2558,-2585.06,4249.2876,-4309.0947,3696.2317,-634.1054,4658.846,-2477.0486,-2954.4265,-3123.4023,-122.852455,-4723.826,-3769.0608,-2687.505,-316.5625,-6571.213,-909.60645,25917.773,28365.742,24388.25,26501.736,30822.656,24306.266,28044.256,24708.725,30306.06,15033.087,7668.807,6324.3164,9333.954,8637.001,8638.026,6702.0547,9447.911,7156.739,5968.373,7018.069,11093.082,9879.841,9863.702,8987.253,6769.578,3352.7656,5490.862,,,,,,
1948,,,,,,,19385.06,16921.096,16762.99,15781.761,19378.756,11885.556,15888.675,16104.052,15376.539,16854.959,16662.486,17972.332,17073.82,13891.824,14920.848,21514.354,15736.837,10498.335,19637.738,16047.147,19853.732,17148.02,14828.407,15667.906,20608.064,17932.246,15484.819,15636.128,15034.645,14932.827,18791.541,17847.564,17279.885,13968.819,14056.778,17263.162,17784.217,-8001.6953,-5567.6035,-11188.173,-14379.603,-7039.5317,-12159.786,23203.314,28510.281,29433.85,21375.818,29579.305,22648.729,23860.74,20377.06,25494.555,25161.857,29126.572,25524.244,25141.111,29289.795,27006.225,25282.018,22448.568,25292.592,27642.846,24598.799,22119.412,20150.807,24283.477,26184.725,29846.072,26064.32,28469.133,23438.1,26982.838,30224.975,27306.521,90001.24,25888.28,21652.738,54291.688,59180.266,12482.176,63220.176,55560.844,10538.325,21082.594,10810.909,11787.368,11742.306,15086.081,17265.688,17318.836,17315.46,14667.134,16027.159,17898.197,22991.33,10559.611,10834.528,13501.656,18381.572,15706.55,11373.483,13714.168,14010.526,18886.81,15651.206,15180.108,3725.6045,-5761.188,-2420.7786,-518.7279,-5935.721,2470.0798,-5036.069,9527.09,-3344.0293,3130.9192,-6120.886,-6719.524,-3888.2969,2607.2146,-2855.8232,-4090.638,-2972.2864,-563.09546,-6395.588,-2554.533,22560.5,27668.19,25169.775,24839.15,32020.432,23240.734,29444.943,23935.514,29891.045,14212.605,7515.7812,10741.931,6599.07,10114.329,10340.373,11136.931,13376.472,9824.153,6608.35,3502.888,10803.144,10209.152,10365.396,2387.0613,5879.0327,5438.772,6671.8613,,,,,,
1949,,,,,,,24628.39,16222.062,17377.498,16060.953,18629.207,15947.364,16126.302,14591.858,16135.984,18497.088,13082.337,17329.13,19999.4,18445.146,15370.73,17550.773,17431.24,16146.023,20769.455,15444.6455,19566.727,18347.979,15534.655,17503.396,23154.893,15968.839,15220.672,16168.91,14008.517,17385.924,15088.464,20753.23,18120.686,12600.609,14120.086,11831.25,16877.44,-16388.256,-5623.761,-6109.2266,-14223.978,-8953.388,-9896.004,23925.557,28243.072,25798.36,23981.916,26201.564,23041.615,26105.555,25732.81,24629.064,27353.6,27690.062,26827.451,24738.555,26911.904,28897.42,26467.357,22673.234,24157.336,27403.264,21900.148,21902.947,28432.69,19687.54,26902.736,28336.576,24649.93,26554.906,24711.053,26865.408,30512.383,25663.812,84799.57,21371.871,21229.277,40297.715,54113.984,44278.84,60780.656,79236.414,9058.711,21429.852,12964.094,9978.9795,7761.611,14874.391,13026.473,20029.166,12768.753,16828.373,16254.102,13180.833,18183.38,13097.847,11382.109,17377.79,21497.604,16021.245,14953.93,12056.065,13106.378,18585.678,12516.147,13845.192,-299.2238,305.11447,3870.0793,5319.2305,-3550.3894,14.923421,-4074.4246,2185.2615,-1470.9481,2729.116,-4200.3325,-3251.0369,-4027.0046,3205.6785,-6743.3887,-3551.5576,-901.24664,-458.51535,-3649.463,-4418.8296,26514.658,30680.094,25103.602,23909.377,29234.74,27136.217,25618.646,24768.312,27239.912,15186.816,6875.25,12458.411,12437.544,14253.683,12320.114,9738.95,10988.399,9507.409,7400.342,6800.2524,9360.945,9372.343,16377.825,3739.5378,6504.3574,2647.428,8248.921,,,,,,
1950,,,,,,,22656.268,21122.895,19220.299,21469.521,23082.094,19453.154,20439.057,12639.138,17525.846,16699.627,15349.364,16150.11,18249.908,17255.264,19846.604,20810.064,18012.861,18152.068,21627.62,18028.633,15796.212,16286.524,16925.514,17034.285,17009.389,21094.545,14585.695,13613.687,13097.175,17254.617,17296.611,19317.521,10906.112,11433.56,13740.659,16167.25,14627.577,-26312.201,-8548.933,-8691.032,-12297.868,-11589.625,-13849.489,25815.342,25634.883,27801.1,22669.9,31775.578,20782.717,28745.36,27606.494,25233.727,24453.33,26846.08,23250.299,29305.303,25128.682,31346.65,26419.904,29826.096,27892.955,27318.875,24437.271,24183.252,30425.43,22660.352,27030.408,24315.13,24496.006,26290.64,29400.963,26236.455,29367.75,27572.111,79834.266,19381.975,16385.205,34165.0,68762.62,47075.53,80674.28,73661.26,12990.715,21380.383,14943.034,14371.974,11503.317,7599.723,15361.366,20320.656,14751.696,18157.51,14287.862,12692.555,16097.147,10770.8,13216.4795,12883.4375,18499.643,14022.841,15128.199,14114.62,13930.711,15942.526,15717.784,11839.343,-3774.7166,-3196.305,1747.8239,3442.0215,-2729.9817,3374.0183,-2480.3235,-1521.6403,4823.529,2005.4613,-6082.111,-3227.7786,580.084,1607.7838,-4133.193,-6265.6406,-1319.7233,336.91666,-2320.7754,-4944.612,27301.162,27784.03,25276.416,24026.492,24253.193,24700.912,26033.963,24842.828,23913.11,11256.255,9727.011,10063.521,11989.665,11003.109,9829.612,15478.415,8179.133,9487.286,7004.2476,7545.2397,6997.727,8609.909,13035.805,3582.9734,8458.853,5029.8677,7295.608,,,,,,
